target_pitch,actual_pitch,target_roll,actual_roll,estimated_total_velocity,vertical_velocity,a_x,a_y,a_z
12.480000,7.838982,-0.202938,-1.674669,9.861136,0.611373,1.684036,0.146046,10.494983
12.640000,8.367384,-0.203061,-1.787473,9.854175,0.650936,1.735321,0.094571,10.799047
12.680000,8.866763,-0.203200,-1.779754,9.847892,0.701695,1.684036,-0.142455,10.412383
11.360000,9.190524,-0.203319,-1.487884,9.844813,0.775720,1.805688,0.178368,10.152613
8.080000,9.461058,-0.203342,-1.137242,9.838294,0.787082,1.663761,0.276530,10.494983
6.240000,9.533817,-0.203288,-0.913300,9.833592,0.839800,1.704312,0.031125,9.749189
5.400000,9.250354,-0.203297,-0.794502,9.842096,0.769458,1.537339,0.459687,9.275137
4.840000,8.982943,-0.202974,-0.713118,9.833817,0.752669,1.338165,0.195127,8.702923
4.440000,8.707544,-0.202469,-0.587751,9.816691,0.627706,1.520642,0.076614,7.521385
4.360000,8.349390,-0.201940,-0.525263,9.800190,0.534454,1.294037,0.199916,8.055291
4.000000,8.221002,-0.201506,-0.479040,9.782335,0.465476,1.402569,-0.150835,8.603564
2.840000,8.112937,-0.201084,-0.300412,9.764478,0.387372,1.480092,-0.316035,8.572439
2.520000,7.913535,-0.200526,0.279692,9.742175,0.312812,1.400183,0.240617,8.358158
2.120000,7.600238,-0.200101,0.959653,9.728774,0.253272,1.409725,0.063446,7.740454
1.760000,7.263349,-0.199628,1.376044,9.713215,0.096688,1.430000,-0.111330,7.890092
0.640000,7.125659,-0.199221,1.389500,9.696361,0.007692,1.398991,0.167594,7.605182
-0.000000,6.943698,-0.039788,1.309112,9.686360,-0.073618,1.444312,0.064643,8.415619
-0.000000,6.523932,-0.019855,1.029551,9.675805,-0.176174,1.521835,-0.111330,8.473080
-0.000000,5.746188,-0.019788,0.419521,9.657336,-0.218053,1.523027,0.244209,8.534132
-0.000000,5.048872,-0.019751,0.052079,9.650338,-0.307742,1.459816,-0.275333,8.330625
0.080000,4.584886,-0.019722,0.043075,9.642828,-0.374159,1.384679,-0.417788,7.747637
1.560000,4.248893,-0.019689,0.475168,9.631020,-0.452501,1.320275,-0.123301,8.740033
3.920000,4.065015,-0.019674,1.234021,9.626062,-0.520286,1.342936,0.045490,8.656237
7.800000,4.044377,-0.019638,1.406410,9.608654,-0.498144,1.475321,-0.223858,9.613917
9.560000,4.251427,-0.019614,0.256936,9.594350,-0.499815,1.370367,-0.045490,9.427169
10.920000,4.484983,-0.019609,-0.908382,9.588941,-0.496272,1.309541,-0.442927,9.244013
10.840000,4.882599,-0.019612,-1.468028,9.584562,-0.502045,1.316697,-0.158017,9.702502
10.800000,5.881393,-0.039248,-1.735186,9.574915,-0.485329,1.383486,0.140061,9.996989
11.560000,6.294666,-0.117931,-1.642148,9.582784,-0.453020,1.382293,0.033519,9.927557
11.760000,6.635709,-0.216493,-1.152117,9.589000,-0.375143,1.255871,0.135272,10.966640
12.800000,6.989083,-0.236523,-0.520407,9.596084,-0.282885,1.378716,-0.354342,11.359290
12.920000,7.364558,-0.276305,-0.282551,9.600759,-0.185093,1.290458,-0.215478,11.147403
12.720000,7.633825,-0.395242,-0.402253,9.607558,-0.022401,1.341743,0.241814,11.206061
11.400000,7.960865,-0.693064,-0.574292,9.619666,0.067800,1.285688,0.047884,10.937910
11.320000,8.204566,-1.011481,-0.642917,9.629496,0.180627,1.205780,-0.385466,10.645818
12.680000,8.400910,-1.528925,-0.751156,9.637237,0.220784,1.184312,-0.079009,9.798270
12.800000,8.538979,-2.067374,-0.692923,9.646555,0.244863,1.222477,0.367510,9.683349
12.280000,8.754006,-2.349714,-0.734884,9.658878,0.256609,1.102018,0.344765,9.057265
10.840000,9.048224,-2.512661,-1.233054,9.665910,0.219683,1.020917,0.147243,9.047688
10.160000,9.358316,-2.616511,-1.925846,9.673273,0.204842,1.043578,-0.462081,8.683769
9.240000,9.810007,-2.681823,-2.508530,9.680205,0.165049,1.248715,0.096965,10.104729
8.440000,10.083354,-2.706770,-2.319296,9.689902,0.186921,1.350092,0.684742,9.611523
7.760000,10.309997,-2.732070,-2.063460,9.701789,0.206078,1.437156,0.454898,10.301053
6.080000,10.409678,-2.455450,-2.104357,9.715580,0.243504,1.449082,0.265756,9.747993
4.720000,10.387041,-1.732504,-2.286940,9.722348,0.257254,1.443119,0.532710,9.872491
4.520000,10.287003,-1.512026,-2.208615,9.731956,0.285332,1.443119,0.508768,10.150218
4.800000,9.747309,-1.412287,-1.998479,9.755214,0.328574,1.389449,0.829591,9.524135
5.840000,8.996167,-1.635396,-1.669441,9.784064,0.316759,1.354862,0.585382,9.372103
6.880000,8.382499,-2.423002,-1.326650,9.804060,0.253382,1.327431,-0.175974,7.982268
7.720000,7.747088,-3.560019,-1.311979,9.788033,-0.064187,0.982752,-0.644040,7.886500
7.880000,7.911751,-4.450731,-2.170359,9.803905,-0.112125,0.769266,-1.331176,8.795100
8.280000,8.061970,-5.223544,-2.932185,9.821925,-0.180080,1.047156,-0.876278,8.416816
8.440000,8.077179,-6.216590,-3.424701,9.840556,-0.208463,0.963670,-0.110133,9.342175
8.520000,8.278876,-7.015207,-3.988165,9.862303,-0.226053,1.047156,-0.204704,9.369708
8.480000,8.448035,-7.674595,-4.300412,9.883836,-0.224722,1.183119,-0.029928,10.068815
8.480000,8.658862,-8.121916,-4.858659,9.912467,-0.184594,1.248715,-0.038307,10.536881
8.480000,8.836032,-8.323318,-5.508359,9.933386,-0.171182,1.167615,0.325611,10.869676
8.080000,8.969321,-8.391846,-6.398339,9.963973,-0.029312,1.271376,-0.181959,10.748769
6.400000,9.050042,-6.912362,-7.012055,9.984113,0.006458,1.290458,0.008380,9.998186
7.320000,9.083442,-5.682073,-7.303890,10.004216,0.021961,1.220092,0.572214,10.079589
9.120000,8.915023,-5.083293,-7.542038,10.039500,0.054674,1.201009,0.440533,10.256760
10.760000,8.755851,-4.452560,-7.424649,10.059927,0.078997,1.316697,0.295684,10.196905
11.800000,8.785322,-3.759810,-6.924352,10.083817,0.151048,1.300000,0.628478,10.779893
13.480000,8.938849,-2.817395,-6.493815,10.120367,0.213005,1.261835,0.293290,10.933122
14.360000,9.226726,-1.381515,-6.138037,10.136291,0.267652,1.283303,0.375890,10.815806
14.840000,9.536891,-0.628264,-5.717052,10.130551,0.324559,1.217706,0.416591,11.026496
14.920000,9.908257,-0.355807,-4.409407,10.113078,0.421744,1.265413,0.373495,10.368091
14.120000,10.354948,0.000000,-1.623088,10.189893,0.496419,1.315504,0.378284,10.005369
13.720000,10.553380,-0.084355,-0.249843,10.169027,0.529944,1.175963,0.590171,10.419566
13.320000,10.781650,-0.189587,0.278428,10.150144,0.562443,1.272569,0.353145,10.405201
13.840000,11.006210,-0.273591,0.274821,10.133020,0.570682,1.404954,0.258574,10.075998
16.160000,11.317688,-0.399888,0.420549,10.122830,0.634049,1.344128,0.726640,10.281899
18.360001,11.603916,-0.736381,0.624750,10.109487,0.636049,1.387064,0.183156,9.612720
18.000000,12.089051,-0.841917,0.750585,10.095785,0.634620,1.455046,0.120907,9.958682
16.760000,12.511213,-0.842556,0.866687,10.087223,0.655359,1.413303,0.386664,10.389638
15.440000,12.880371,-0.822263,0.808767,10.082010,0.698829,1.699541,-0.073023,10.945093
11.360000,13.050671,-0.801613,0.407841,10.080536,0.792852,1.718624,0.032322,10.969035
9.640000,13.204618,-0.590902,-0.219833,10.078018,0.828469,1.729358,0.221464,10.155006
7.680000,13.064466,-0.464164,-0.602718,10.081109,0.870648,1.792569,0.123301,10.821792
7.400000,12.621166,-0.421286,-0.614271,10.082557,0.919537,1.726972,0.029928,10.055647
7.080000,12.079552,-0.378407,-0.875578,10.083420,0.940820,1.712660,0.069432,9.654618
8.160000,11.566351,-0.377683,-1.137956,10.083004,0.932625,1.538532,0.014365,9.091981
9.040000,11.219600,-0.356242,-1.125008,10.082317,0.922953,1.508716,-0.177171,8.965088
10.880000,11.077809,-0.271968,-0.937192,10.070435,0.909666,1.577890,-0.183156,8.503007
11.000000,10.988476,-0.020795,-0.561312,10.012766,0.777789,1.488440,0.232238,9.396045
10.680000,10.858118,-0.020671,-0.241088,9.957435,0.708579,1.381101,-0.125696,9.117120
10.640000,10.847495,-0.041158,-0.181126,9.913572,0.675336,1.468165,-0.232238,9.109938
10.680000,11.051328,-0.144218,-0.983499,9.918180,0.756705,1.622018,0.282516,10.776301
7.720000,11.254010,-0.246716,-2.200409,9.890650,0.830901,1.747247,0.304064,12.075156
4.080000,11.447349,-0.246527,-3.247345,9.876395,0.959952,2.164679,-0.098162,12.228385
1.840000,11.233887,-0.246132,-3.176346,9.867935,1.151506,1.969082,0.052672,12.028469
1.600000,10.504202,-0.244989,-2.745879,9.846166,1.212383,1.719816,-0.071826,10.638636
1.280000,9.293212,-0.243483,-2.199146,9.821781,1.223343,1.679266,-0.117316,9.266758
1.280000,7.700678,-0.241636,-1.719666,9.787870,1.187981,1.630367,0.391452,8.030152
0.320000,6.486910,-0.180002,-1.642776,9.747345,1.044164,1.398991,-0.134075,7.281964
0.520000,5.947675,-0.139321,-1.380957,9.709857,0.891557,1.201009,-0.222661,5.997475
0.560000,6.015831,-0.118930,-0.945093,9.669038,0.636491,1.470550,0.040701,8.148665
1.640000,5.759266,-0.118620,-0.607912,9.648279,0.616317,1.524220,0.035913,7.793127
3.440000,5.245955,-0.137888,-0.304664,9.621585,0.438510,1.366789,-0.100556,7.381324
3.560000,4.784301,-0.196255,0.000959,9.592829,0.180851,1.379908,0.122104,6.864176
4.600000,4.594306,-0.665981,0.368428,9.577317,0.157116,1.319082,0.283713,7.133524
6.080000,4.703191,-1.173758,0.960903,9.564496,-0.161558,1.358440,-0.125696,7.715315
7.120000,4.876185,-1.539640,1.682874,9.527104,-0.245641,1.314312,-0.035913,8.112753
7.960000,5.215864,-1.687800,1.967959,9.479039,-0.320908,1.259449,0.275333,9.306262
9.120000,5.650500,-1.796368,1.968995,9.431450,-0.325728,1.623211,-0.386664,9.461885
11.200000,6.089015,-1.863600,1.872481,9.373807,-0.328692,1.562385,-0.596156,9.902418
11.960000,6.557072,-1.895169,1.295636,9.331682,-0.329959,1.317890,-0.089783,10.219650
12.000000,7.043511,-1.888321,0.246268,9.288529,-0.284771,1.428807,-0.112527,9.708488
13.680000,8.097085,-1.878927,-1.965039,9.219728,-0.282448,1.393027,-0.014365,9.508572
13.680000,8.594419,-1.883390,-1.967433,9.229885,-0.399369,1.298807,-0.290895,8.528147
13.560000,9.013844,-1.879157,-1.748719,9.198690,-0.397629,1.174770,-0.051475,9.643845
13.640000,9.471563,-1.875801,-1.978487,9.170322,-0.412242,1.236789,0.051475,10.320207
13.440000,9.825357,-1.872184,-2.393033,9.143023,-0.400781,1.335780,0.143652,10.915166
12.040000,10.183596,-1.642577,-2.834033,9.117341,-0.379724,1.441926,-0.280122,11.374852
10.440000,10.542740,-0.734925,-2.959558,9.087554,-0.222292,1.545688,-0.031125,11.821371
9.640000,10.711033,-0.526695,-2.958059,9.066072,-0.183983,1.424037,0.290895,12.076353
9.600000,10.541519,-0.449976,-3.176611,9.041364,0.165623,1.533761,0.014365,11.846510
10.560000,10.412970,-0.449067,-3.291477,9.026849,0.264555,1.626789,0.225055,11.042058
10.720000,10.238334,-0.037340,-2.996567,9.011746,0.335083,1.446697,0.203507,10.961852
10.760000,10.211497,1.024824,-2.455912,8.995756,0.348275,1.464587,0.032322,10.324995
11.280000,10.207466,1.820495,-1.820910,8.970565,0.356779,1.549266,0.228646,10.429143
11.000000,10.287146,2.761540,-0.973057,8.951639,0.484935,1.367981,0.628478,10.524911
11.040000,10.447584,2.794737,-0.284069,8.934851,0.496712,1.373945,0.269348,10.510546
11.200000,10.627098,2.144452,0.149355,8.916341,0.505289,1.514679,0.117316,10.733206
11.160000,10.835865,1.164969,0.538054,8.909622,0.633256,1.450275,0.530316,11.054029
10.960000,11.075678,0.018497,0.992696,8.904018,0.742922,1.571926,0.262165,10.752359
10.560000,11.274719,-0.018485,1.496711,8.891879,0.744539,1.502752,0.055067,10.527305
10.280000,11.556882,-0.055418,1.917237,8.877110,0.850284,1.483670,-0.071826,10.295067
10.120000,11.548284,0.036723,1.822273,8.824115,0.854222,1.499174,0.017957,9.795877
9.800000,11.524092,0.055051,1.576540,8.819368,0.856381,1.270183,0.166397,10.180145
9.680000,11.513664,0.513375,1.258146,8.812494,0.840439,1.435963,-0.222661,9.745598
10.320000,11.365727,1.098524,0.957349,8.805396,0.836485,1.394220,-0.270545,9.635465
9.920000,11.189189,1.864780,0.808320,8.800052,0.791296,1.320275,0.227449,9.339781
8.920000,11.159956,2.485019,1.199134,8.798557,0.768414,1.342936,0.156820,9.467871
8.680000,11.195940,2.558143,1.744363,8.797915,0.752428,1.393027,-0.099359,9.402030
8.720000,11.233754,2.502579,2.432211,8.793890,0.692851,1.401376,0.196325,9.406818
8.640000,11.108498,1.807780,2.961727,8.791833,0.656883,1.332202,0.322020,9.731233
7.960000,10.978079,0.747124,2.970800,8.775084,0.637484,1.383486,-0.110133,9.605537
7.680000,10.834360,0.181494,2.464549,8.743645,0.599532,1.546880,-0.588974,9.548077
7.800000,10.656926,0.036165,2.022925,8.716457,0.580020,1.308349,0.025139,9.895236
8.120000,10.548643,0.000000,1.743793,8.687790,0.570258,1.486055,-0.296881,9.951499
8.120000,10.192274,-0.035879,1.317359,8.660381,0.583912,1.569541,-0.379481,9.816227
7.880000,9.962062,-0.107321,0.791923,8.641247,0.565187,1.437156,0.128090,9.702502
7.400000,9.732059,-0.035674,0.226914,8.623099,0.544319,1.373945,0.113725,9.210494
7.040000,9.515344,0.000000,-0.003877,8.606521,0.511360,1.466972,-0.378284,9.117120
7.840000,9.262696,1.046853,0.240361,8.590546,0.467246,1.416880,-0.082600,8.614338
9.000000,8.987077,1.627474,0.656354,8.572699,0.358997,1.272569,0.335188,8.763975
10.400000,8.794207,2.012499,1.021978,8.560764,0.297595,1.255871,0.192733,8.157045
11.640000,8.728906,2.378950,1.388933,8.548316,0.220717,1.296422,-0.201113,8.433576
13.000000,8.911333,2.675506,1.876338,8.535776,0.081941,1.184312,0.274136,8.295909
13.560000,9.231816,2.815709,2.172710,8.526968,0.043198,1.217706,0.281319,8.883685
13.800000,9.713845,2.851383,1.638710,8.516607,-0.029130,1.255871,0.067038,9.483433
14.240000,10.436468,2.654166,0.762358,8.485081,-0.035741,1.422844,0.083797,9.628283
14.080000,10.882619,2.199202,1.049262,8.478639,-0.039403,1.421651,0.057461,9.803059
13.200000,11.332073,1.954558,1.496553,8.471941,-0.034482,1.546880,0.073023,9.768343
12.120000,11.700844,1.620626,1.759364,8.463112,-0.030113,1.530183,0.164003,10.244789
11.760000,11.930992,1.336770,1.678876,8.442596,0.005739,1.580275,-0.365116,9.828198
9.800000,12.088613,0.790083,1.442681,8.421474,0.010680,1.604128,-0.258574,9.683349
8.280000,12.143606,0.366868,1.149683,8.377348,0.023722,1.623211,-0.203507,9.999383
8.280000,11.962248,0.365893,1.123656,8.360735,0.026888,1.736514,-0.622492,9.569624
7.760000,11.603030,-0.017369,1.138102,8.345169,0.028832,1.650642,0.023942,9.382876
7.720000,11.178357,-0.034623,1.191577,8.330144,0.015815,1.583853,-0.144849,9.416395
7.800000,10.751334,-0.017261,1.174757,8.317671,-0.011896,1.643486,-0.426168,8.856153
7.880000,10.384192,0.258228,0.984111,8.305821,-0.014445,1.527798,-0.389058,8.461109
9.640000,10.328110,0.893884,0.879270,8.295792,-0.031171,1.542110,0.217872,9.148245
11.920000,10.119401,0.909424,0.862598,8.286227,-0.160911,1.672110,0.056264,8.632295
15.040000,10.024629,0.000000,1.018514,8.273551,-0.265957,1.499174,0.318429,8.854955
15.040000,10.239875,0.000000,0.545739,8.266267,-0.269291,1.709082,-0.096965,9.159019
16.719999,10.411038,-0.068489,0.267430,8.260213,-0.298214,1.754403,-0.393846,9.405622
18.360001,10.562370,-0.188297,-0.106193,8.254104,-0.299445,1.750825,0.065841,9.072827
19.559999,10.681114,-0.205361,-0.645483,8.248749,-0.297254,1.706697,0.168791,9.659407
19.840000,10.833246,-0.205287,-1.300457,8.241596,-0.290756,1.771101,-0.092177,9.864111
19.959999,10.953828,-0.239362,-1.641798,8.233488,-0.259902,1.837890,0.125696,10.358514
19.959999,10.966692,-0.238708,-1.604769,8.210623,-0.237755,1.779449,0.056264,10.283096
19.959999,10.917945,-0.221003,-1.562746,8.187720,-0.160509,1.852202,0.146046,10.212467
19.760000,10.849683,-0.237386,-1.799892,8.168371,-0.103253,1.767523,0.143652,9.812635
17.520000,10.780841,-0.236807,-1.798573,8.150302,-0.066216,1.754403,0.181959,10.180145
15.240000,10.690241,-0.236148,-1.637264,8.130060,-0.022921,1.754403,-0.124498,9.882068
12.520000,10.527776,-0.235566,-1.685797,8.114328,0.010745,1.786605,-0.101754,9.469068
12.400000,10.315849,-0.235033,-1.811868,8.101504,0.023404,1.721009,0.339977,9.130288
11.080000,10.020264,-0.234490,-1.965625,8.090251,-0.010072,1.775871,0.254982,9.030929
11.920000,9.734693,-0.233986,-1.939008,8.079874,-0.005443,1.722202,-0.029928,8.831013
12.080000,9.482227,-0.233561,-1.957097,8.071214,-0.057981,1.861743,-0.179565,8.698134
14.480000,9.317238,-0.233240,-1.846184,8.063980,-0.129327,1.701926,0.329203,8.696938
17.719999,9.288151,-0.232754,-1.537089,8.047840,-0.163971,1.661376,-0.190339,9.196129
19.959999,9.387660,-0.232595,-1.560351,8.040049,-0.176926,1.775871,0.140061,9.575610
19.959999,9.466184,-0.232408,-1.772130,8.031740,-0.150762,1.741284,0.343568,9.980229
19.959999,9.651395,-0.232307,-2.117629,8.023876,-0.119546,1.736514,0.112527,10.358514
19.959999,9.749986,-0.248709,-2.296262,8.015352,-0.049470,1.775871,-0.057461,10.133459
19.959999,9.843894,-0.265134,-2.405243,8.008412,-0.032860,1.748440,0.368707,10.289082
19.959999,9.836849,-0.264832,-2.282902,7.999465,0.031064,1.740092,0.205901,10.193314
19.959999,9.741950,-0.347496,-2.158692,7.999577,0.059286,1.830734,-0.203507,9.940725
19.959999,9.624041,-0.412633,-2.229644,7.982062,0.153922,1.705504,0.143652,10.228029
19.959999,9.492968,-0.461024,-2.263124,7.965726,0.198287,1.658991,0.010774,9.773131
19.959999,9.381869,-0.509275,-2.023817,7.950462,0.215769,1.644679,0.150835,9.852140
19.879999,9.329525,-0.541122,-1.629350,7.936886,0.226636,1.730550,0.296881,9.724051
19.799999,9.323129,-0.622191,-1.090645,7.925401,0.283607,1.780642,0.733823,10.742783
19.440001,9.445693,-0.654212,-1.205865,7.913846,0.354350,1.811651,0.244209,10.684125
18.959999,9.509425,-0.670185,-1.556622,7.907888,0.449288,1.882018,-0.130484,10.709264
18.400000,9.497515,-0.669580,-1.716482,7.901018,0.494426,1.721009,0.417788,10.450690
18.000000,9.464898,-0.668711,-1.664948,7.891513,0.512291,1.781835,0.396240,10.617087
18.000000,9.382649,-0.668316,-1.559613,7.888737,0.593138,1.710275,0.143652,10.420763
15.960000,9.306150,-0.619061,-1.590493,7.885911,0.650917,1.773486,-0.027533,10.386047
15.960000,9.167754,-0.618517,-1.606840,7.882081,0.689831,1.526605,0.472855,10.320207
15.960000,9.106061,-0.617747,-1.511816,7.873631,0.697456,1.545688,0.147243,10.408792
15.960000,8.941315,-0.617482,-1.231118,7.873848,0.770792,1.409725,-0.081403,10.065224
15.520000,8.725610,-0.437710,-0.661028,7.859848,0.759965,1.204587,0.402226,9.613917
15.520000,8.691491,-0.437338,-0.453225,7.853890,0.753471,1.243945,0.034716,9.907207
15.520000,8.711535,-0.437082,-0.275064,7.848871,0.747699,1.253486,-0.184354,10.095152
15.520000,8.878088,-0.436564,-0.426762,7.836045,0.771587,1.284495,0.171185,10.160992
15.520000,8.937299,-0.435895,-0.431131,7.822773,0.767232,1.260642,0.131681,10.828975
15.520000,8.984775,-0.435550,0.048857,7.815561,0.814497,1.381101,-0.193930,9.572019
15.520000,9.006918,-0.434941,0.517099,7.804143,0.795364,1.228440,0.089783,9.390059
12.480000,9.193150,-0.547379,1.016962,7.795551,0.779146,1.266605,0.551863,9.725247
12.480000,9.190442,-0.546689,1.135591,7.785786,0.749507,1.389449,0.268151,10.715250
6.080000,9.167438,-0.529735,0.433186,7.773445,0.898175,1.294037,0.107739,10.357317
7.040000,9.079273,-0.529121,-0.371486,7.766340,0.875148,1.166422,0.482432,9.294291
7.040000,8.830635,-0.528253,-1.285106,7.758914,0.844079,1.381101,0.335188,10.477027
9.640000,8.530444,-0.447622,-1.696361,7.754796,0.852035,1.585046,-0.098162,10.132261
9.640000,8.449507,-0.447532,-1.666962,7.754864,0.873577,1.379908,0.507571,10.858902
14.480000,8.652330,-0.383800,-1.378520,7.754769,0.902510,1.500367,0.223858,10.899603
17.400000,9.059443,-0.351889,-0.770263,7.747760,0.893188,1.352477,0.276530,10.522516
17.400000,9.247972,-0.352902,-0.453462,7.765945,1.048772,1.379908,0.523133,10.412383
19.959999,9.436266,-0.481363,-0.063486,7.763978,1.033520,1.315504,0.238223,10.443508
19.440001,9.660554,-0.481880,0.324526,7.767197,1.071080,1.428807,0.185551,10.240001
17.280001,9.943611,-0.417888,0.532300,7.765326,1.053801,1.294037,0.517148,10.116699
17.280001,10.392665,-0.418192,0.734886,7.760060,1.035088,1.419266,0.235829,10.287885
14.520000,10.686152,-0.016103,0.989954,7.761416,1.077199,1.492018,-0.076614,10.104729
10.920000,10.990301,0.435114,0.978034,7.759743,1.083963,1.466972,-0.004788,10.257957
10.920000,11.141023,0.434981,0.943179,7.753386,1.067759,1.490825,0.293290,10.876859
10.920000,11.136824,0.435075,1.120572,7.755177,1.126291,1.588624,0.071826,10.384850
10.920000,11.065061,0.435146,1.579934,7.758338,1.150150,1.633945,-0.095768,10.166978
10.920000,11.060949,0.434974,1.653681,7.755387,1.134218,1.388257,0.354342,10.143036
10.920000,11.178120,0.434757,1.123073,7.748401,1.124524,1.501559,-0.105345,10.595540
10.920000,11.263081,0.435332,1.081398,7.756366,1.168160,1.591009,-0.420182,10.590752
8.040000,11.204770,4.121091,1.283247,7.758954,1.170194,1.630367,-0.124498,10.666168
5.680000,10.880347,3.283515,2.531061,7.761498,1.221903,1.596972,0.061052,9.552865
5.680000,10.674636,3.280353,3.702419,7.759308,1.184961,1.565963,0.282516,9.404425
5.680000,10.487846,3.276035,4.392338,7.753793,1.119923,1.505137,0.308852,9.170990
6.720000,10.317973,0.337175,4.750082,7.748189,1.050671,1.418073,0.262165,9.843760
6.800000,10.284297,0.048158,5.079847,7.747337,1.010742,1.561193,0.064643,9.939528
6.800000,10.085771,0.048157,4.900116,7.751959,1.003468,1.560000,-0.477643,10.342952
6.440000,9.889977,-0.016065,4.123009,7.762772,0.992475,1.424037,-0.100556,10.415975
5.600000,9.788383,-0.080355,3.486282,7.768116,0.988575,1.458624,-0.525527,9.923966
5.600000,9.562876,-0.080345,2.973183,7.772328,0.973102,1.524220,-0.713472,10.259154
5.600000,9.187007,-0.080293,2.600210,7.775667,0.959469,1.313119,-0.117316,9.276335
5.600000,8.959694,-0.080145,2.662591,7.766272,0.916704,1.239174,0.059855,9.449914
5.600000,8.797367,-0.079972,2.624917,7.752975,0.845667,1.255871,-0.049081,9.114726
2.160000,8.584542,-0.207626,1.865850,7.746175,0.793671,1.333394,-0.365116,9.399636
-0.040000,8.434009,-0.159488,1.083260,7.738315,0.754191,1.296422,0.169988,9.302670
-0.040000,8.194830,-0.111483,0.602000,7.732035,0.737006,1.419266,-0.014365,10.248381
-0.000000,7.550592,-0.031792,0.388865,7.729358,0.731044,1.488440,-0.316035,9.429564
0.160000,6.701065,-0.031717,0.649844,7.725373,0.683377,1.554036,-0.135272,8.226477
3.160000,6.027673,-0.031618,1.363763,7.711330,0.531128,1.047156,0.483629,7.195773
4.480000,6.097252,-0.031572,1.274124,7.699181,0.383393,1.227248,0.270545,8.538920
5.120000,6.044389,0.000000,1.012148,7.694754,0.321954,1.492018,-0.025139,8.419210
4.800000,5.868751,1.150309,1.279426,7.689652,0.225545,1.294037,0.432153,8.651448
4.800000,5.885697,1.149833,1.600910,7.686235,0.171739,1.276147,0.354342,8.899248
5.240000,6.068256,3.351668,1.481604,7.683797,0.134703,1.385871,0.089783,9.186552
5.400000,6.116052,4.934039,1.065730,7.682601,0.099848,1.532569,-0.322020,9.375694
5.400000,6.129766,4.968974,1.902486,7.737072,0.070377,1.478899,-0.177171,9.606734
6.920000,6.311874,7.022678,4.876893,7.732566,-0.006645,1.308349,-0.132878,8.123527
6.880000,6.439600,7.069818,6.096941,7.730942,-0.079905,1.245137,0.186748,7.693767
6.880000,6.600462,7.141733,6.475290,7.738797,-0.177220,1.359633,0.061052,7.815871
7.040000,6.812143,7.153862,6.448095,7.748711,-0.321373,1.437156,-0.100556,8.657434
7.360000,6.997439,7.177773,6.484428,7.754681,-0.340831,1.425229,-0.104148,9.277532
7.360000,7.101699,7.192324,6.893666,7.768819,-0.363924,1.537339,-0.403423,9.527725
6.600000,7.112623,7.203257,8.328987,7.780569,-0.344731,1.239174,-0.043096,9.788693
1.520000,6.979469,0.911003,7.456778,7.781982,-0.301300,1.218899,-0.102951,10.763134
0.080000,6.854603,-0.351996,5.719302,7.791905,-0.252362,1.505137,-0.490811,10.205285
0.840000,6.345105,-2.237475,4.325076,7.795095,-0.195718,1.512293,-0.767342,11.537658
3.440000,5.394858,-4.652132,3.279110,7.797153,-0.072682,1.444312,-1.230620,10.242394
3.640000,4.627874,-6.191330,2.624862,7.811782,-0.060675,1.147339,-0.741005,9.052477
3.680000,4.539463,-6.742804,3.054080,7.811972,-0.077457,1.165229,-0.332794,9.785102
3.680000,4.518945,-6.742198,2.444857,7.811485,-0.025220,1.003027,-0.421380,10.369287
4.000000,4.367994,-7.360403,0.366793,7.817981,0.018957,0.919541,-0.530316,10.128671
4.360000,4.071093,-7.419380,-1.393688,7.816810,0.064737,1.059082,-0.793678,9.828198
4.360000,3.889303,-7.478539,-2.428720,7.814652,0.096640,0.832477,-0.612916,10.159795
4.480000,3.917303,-7.510828,-3.508819,7.815334,0.112324,0.790734,-0.875081,9.844957
4.720000,4.003445,-7.540563,-4.533528,7.812783,0.134109,1.004220,-0.539892,9.543288
4.680000,3.982056,-7.534812,-5.167351,7.806959,0.132963,0.878991,0.319626,9.501390
4.960000,4.040084,-7.485681,-4.718094,7.738624,0.039350,0.907615,0.714669,9.252393
4.880000,4.097270,-7.509411,-4.777544,7.746614,0.018268,0.863486,0.798466,9.333796
4.400000,4.271098,-7.541030,-4.909366,7.761612,0.022042,0.888532,0.580594,9.476251
4.480000,4.564466,-7.534260,-4.773031,7.767747,-0.002526,1.022110,0.482432,9.303867
4.480000,4.652417,-7.550257,-4.588616,7.783469,-0.008348,0.816972,0.732626,9.421184
5.280000,4.546906,-7.561510,-4.601277,7.796359,-0.009356,0.689358,0.338780,8.790312
6.320000,4.746249,-7.573040,-4.612330,7.806180,-0.045187,0.784771,0.366313,8.963891
7.080000,5.014603,-7.588970,-4.387812,7.819666,-0.098294,0.689358,0.776918,9.254786
7.080000,5.356628,-7.613204,-4.895195,7.840683,-0.081454,0.704862,0.137667,10.189722
7.080000,5.309054,-7.617706,-5.229089,7.845983,-0.060006,0.644037,0.038307,10.265140
7.080000,5.479304,-7.634043,-5.087452,7.860804,-0.048790,0.421009,0.126893,9.470264
7.040000,5.862692,-7.651024,-4.853326,7.873265,-0.007845,0.506881,0.317232,10.308235
7.080000,6.099265,-7.652545,-4.899894,7.871444,0.071217,0.601101,0.305261,11.919533
7.040000,6.034186,-7.666719,-4.765631,7.887151,0.247470,0.816972,0.000000,12.143391
7.240000,6.102684,-7.682847,-4.670960,7.902939,0.342115,0.672660,0.316035,10.928333
